Transaction_ID,Date,Time,Outlet,Category,Product_Name,Quantity_Sold,Unit_Price_RM,Total_Revenue_RM,Payment_Method,Weather_Condition
TXN-5543,2026-03-12,11:45,Puncak Alam,Espresso-based,Espresso,2,7.0,14.0,QR,Sunny
TXN-5412,2026-03-12,11:48,Putrajaya,Espresso-based,Espresso,2,7.0,14.0,Cash,Raining
TXN-5480,2026-03-12,11:48,Putrajaya,Espresso-based,Americano,1,9.0,9.0,Cash,Raining
TXN-5517,2026-03-12,11:48,Puncak Alam,Milk-based,Caramel Macchiato,3,13.0,39.0,QR,Sunny
TXN-5472,2026-03-12,12:06,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Raining
TXN-5493,2026-03-12,12:12,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-5448,2026-03-12,12:26,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Raining
TXN-5491,2026-03-12,12:39,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Sunny
TXN-5530,2026-03-12,12:45,Puncak Alam,Milk-based,Latte,2,11.0,22.0,QR,Sunny
TXN-5521,2026-03-12,12:46,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-5535,2026-03-12,12:59,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,3,14.0,42.0,QR,Sunny
TXN-5451,2026-03-12,13:03,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,Cash,Raining
TXN-5538,2026-03-12,13:08,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-5534,2026-03-12,13:13,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-5506,2026-03-12,13:21,Puncak Alam,Milk-based,Caramel Macchiato,2,13.0,26.0,QR,Sunny
TXN-5481,2026-03-12,13:25,Putrajaya,Milk-based,Latte,1,11.0,11.0,Cash,Raining
TXN-5526,2026-03-12,13:33,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-5544,2026-03-12,14:06,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-5473,2026-03-12,14:09,Putrajaya,Milk-based,Mocha,4,12.0,48.0,QR,Raining
TXN-5510,2026-03-12,14:12,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash,Sunny
TXN-5427,2026-03-12,14:16,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Raining
TXN-5476,2026-03-12,14:22,Putrajaya,Espresso-based,Americano,2,9.0,18.0,QR,Raining
TXN-5497,2026-03-12,14:30,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-5443,2026-03-12,14:32,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5456,2026-03-12,14:33,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Raining
TXN-5436,2026-03-12,14:41,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Raining
TXN-5484,2026-03-12,14:49,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5430,2026-03-12,14:59,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Raining
TXN-5450,2026-03-12,15:03,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5523,2026-03-12,15:13,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash,Sunny
TXN-5419,2026-03-12,15:19,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5420,2026-03-12,15:26,Putrajaya,Milk-based,Latte,2,11.0,22.0,Cash,Raining
TXN-5433,2026-03-12,15:26,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Raining
TXN-5537,2026-03-12,15:43,Puncak Alam,Espresso-based,Americano,2,9.0,18.0,QR,Sunny
TXN-5542,2026-03-12,15:50,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-5416,2026-03-12,15:58,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Raining
TXN-5482,2026-03-12,16:12,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Raining
TXN-5519,2026-03-12,16:14,Puncak Alam,Milk-based,Mocha,3,12.0,36.0,QR,Sunny
TXN-5438,2026-03-12,16:19,Putrajaya,Milk-based,Caramel Macchiato,4,13.0,52.0,QR,Raining
TXN-5513,2026-03-12,16:20,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-5486,2026-03-12,16:26,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-5511,2026-03-12,16:32,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,Cash,Sunny
TXN-5440,2026-03-12,16:37,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Raining
TXN-5458,2026-03-12,16:41,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5468,2026-03-12,16:49,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5471,2026-03-12,17:05,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Raining
TXN-5515,2026-03-12,17:06,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-5428,2026-03-12,17:15,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5429,2026-03-12,17:24,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Raining
TXN-5498,2026-03-12,17:32,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,Cash,Sunny
TXN-5434,2026-03-12,17:45,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Raining
TXN-5507,2026-03-12,17:54,Puncak Alam,Espresso-based,Espresso,2,7.0,14.0,QR,Sunny
TXN-5496,2026-03-12,17:55,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-5447,2026-03-12,17:59,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5488,2026-03-12,18:11,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-5414,2026-03-12,18:12,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5533,2026-03-12,18:16,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-5536,2026-03-12,18:16,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-5462,2026-03-12,18:48,Putrajaya,Milk-based,Latte,1,11.0,11.0,Cash,Raining
TXN-5423,2026-03-12,18:57,Putrajaya,Espresso-based,Espresso,3,7.0,21.0,Cash,Raining
TXN-5501,2026-03-12,19:09,Puncak Alam,Milk-based,Cappuccino,2,11.0,22.0,QR,Sunny
TXN-5464,2026-03-12,19:13,Putrajaya,Espresso-based,Americano,1,9.0,9.0,Cash,Raining
TXN-5505,2026-03-12,19:19,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-5502,2026-03-12,19:23,Puncak Alam,Espresso-based,Espresso,3,7.0,21.0,QR,Sunny
TXN-5449,2026-03-12,19:25,Putrajaya,Espresso-based,Americano,2,9.0,18.0,QR,Raining
TXN-5460,2026-03-12,19:33,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5441,2026-03-12,19:40,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Raining
TXN-5518,2026-03-12,19:41,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-5465,2026-03-12,19:55,Putrajaya,Milk-based,Mocha,4,12.0,48.0,QR,Raining
TXN-5422,2026-03-12,19:56,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5500,2026-03-12,19:57,Puncak Alam,Milk-based,Cappuccino,3,11.0,33.0,QR,Sunny
TXN-5529,2026-03-12,20:13,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-5485,2026-03-12,20:24,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Sunny
TXN-5463,2026-03-12,20:37,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,Cash,Raining
TXN-5478,2026-03-12,20:37,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Raining
TXN-5469,2026-03-12,20:38,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5528,2026-03-12,20:41,Puncak Alam,Espresso-based,Americano,4,9.0,36.0,QR,Sunny
TXN-5474,2026-03-12,20:46,Putrajaya,Espresso-based,Espresso,4,7.0,28.0,QR,Raining
TXN-5437,2026-03-12,20:52,Putrajaya,Milk-based,Latte,2,11.0,22.0,Cash,Raining
TXN-5494,2026-03-12,20:57,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-5425,2026-03-12,21:08,Putrajaya,Espresso-based,Espresso,2,7.0,14.0,QR,Raining
TXN-5541,2026-03-12,21:12,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-5522,2026-03-12,21:17,Puncak Alam,Milk-based,Latte,2,11.0,22.0,Cash,Sunny
TXN-5525,2026-03-12,21:18,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash,Sunny
TXN-5477,2026-03-12,21:21,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,3,14.0,42.0,Cash,Raining
TXN-5514,2026-03-12,21:22,Puncak Alam,Milk-based,Mocha,2,12.0,24.0,QR,Sunny
TXN-5442,2026-03-12,21:36,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash,Raining
TXN-5452,2026-03-12,21:42,Putrajaya,Milk-based,Cappuccino,2,11.0,22.0,QR,Raining
TXN-5435,2026-03-12,21:44,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,Cash,Raining
TXN-5487,2026-03-12,21:47,Puncak Alam,Milk-based,Cappuccino,2,11.0,22.0,QR,Sunny
TXN-5539,2026-03-12,21:52,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-5417,2026-03-12,21:54,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Raining
TXN-5453,2026-03-12,21:54,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Raining
TXN-5650,2026-03-13,08:07,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5648,2026-03-13,08:17,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5595,2026-03-13,08:23,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash,Raining
TXN-5641,2026-03-13,08:23,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,Cash,Raining
TXN-5658,2026-03-13,08:33,Puncak Alam,Milk-based,Cappuccino,3,11.0,33.0,QR,Raining
TXN-5651,2026-03-13,08:38,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Raining
TXN-5547,2026-03-13,08:49,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-5645,2026-03-13,08:50,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Raining
TXN-5625,2026-03-13,08:52,Puncak Alam,Espresso-based,Espresso,2,7.0,14.0,QR,Raining
TXN-5613,2026-03-13,08:53,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Raining
TXN-5567,2026-03-13,09:15,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-5607,2026-03-13,09:19,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5638,2026-03-13,09:22,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Raining
TXN-5637,2026-03-13,09:25,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5594,2026-03-13,09:30,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Raining
TXN-5588,2026-03-13,09:32,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Raining
TXN-5646,2026-03-13,09:38,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,Cash,Raining
TXN-5583,2026-03-13,09:42,Puncak Alam,Milk-based,Caramel Macchiato,2,13.0,26.0,Cash,Raining
TXN-5636,2026-03-13,09:46,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Raining
TXN-5656,2026-03-13,09:48,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Raining
TXN-5571,2026-03-13,09:49,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-5591,2026-03-13,09:53,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Raining
TXN-5628,2026-03-13,10:05,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5609,2026-03-13,10:15,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,3,14.0,42.0,QR,Raining
TXN-5633,2026-03-13,10:22,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5620,2026-03-13,10:27,Puncak Alam,Milk-based,Caramel Macchiato,2,13.0,26.0,QR,Raining
TXN-5627,2026-03-13,10:36,Puncak Alam,Espresso-based,Americano,3,9.0,27.0,QR,Raining
TXN-5556,2026-03-13,11:09,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Sunny
TXN-5564,2026-03-13,11:10,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-5634,2026-03-13,11:12,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Raining
TXN-5606,2026-03-13,11:21,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Raining
TXN-5630,2026-03-13,11:22,Puncak Alam,Espresso-based,Americano,2,9.0,18.0,QR,Raining
TXN-5624,2026-03-13,11:44,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Raining
TXN-5582,2026-03-13,11:47,Putrajaya,Espresso-based,Americano,1,9.0,9.0,Cash,Sunny
TXN-5585,2026-03-13,11:49,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5578,2026-03-13,11:51,Putrajaya,Milk-based,Latte,3,11.0,33.0,QR,Sunny
TXN-5584,2026-03-13,11:52,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5576,2026-03-13,11:56,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-5629,2026-03-13,12:01,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Raining
TXN-5644,2026-03-13,12:03,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Raining
TXN-5640,2026-03-13,12:07,Puncak Alam,Espresso-based,Americano,2,9.0,18.0,Cash,Raining
TXN-5600,2026-03-13,12:48,Puncak Alam,Milk-based,Mocha,2,12.0,24.0,Cash,Raining
TXN-5559,2026-03-13,13:22,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-5587,2026-03-13,13:24,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,Cash,Raining
TXN-5586,2026-03-13,13:26,Puncak Alam,Milk-based,Mocha,3,12.0,36.0,Cash,Raining
TXN-5575,2026-03-13,13:36,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-5568,2026-03-13,13:38,Putrajaya,Espresso-based,Americano,2,9.0,18.0,QR,Sunny
TXN-5614,2026-03-13,13:42,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5601,2026-03-13,13:46,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,Cash,Raining
TXN-5557,2026-03-13,13:49,Putrajaya,Milk-based,Mocha,2,12.0,24.0,Cash,Sunny
TXN-5551,2026-03-13,13:57,Putrajaya,Milk-based,Caramel Macchiato,2,13.0,26.0,Cash,Sunny
TXN-5574,2026-03-13,13:58,Putrajaya,Espresso-based,Espresso,2,7.0,14.0,Cash,Sunny
TXN-5579,2026-03-13,13:58,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-5546,2026-03-13,14:09,Putrajaya,Milk-based,Caramel Macchiato,2,13.0,26.0,Cash,Sunny
TXN-5631,2026-03-13,14:11,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Raining
TXN-5619,2026-03-13,14:32,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5632,2026-03-13,14:34,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Raining
TXN-5550,2026-03-13,14:42,Putrajaya,Milk-based,Caramel Macchiato,2,13.0,26.0,Cash,Sunny
TXN-5602,2026-03-13,14:53,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5647,2026-03-13,14:54,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,Cash,Raining
TXN-5553,2026-03-13,14:56,Putrajaya,Espresso-based,Americano,1,9.0,9.0,Cash,Sunny
TXN-5652,2026-03-13,15:01,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Raining
TXN-5657,2026-03-13,15:04,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,4,14.0,56.0,QR,Raining
TXN-5649,2026-03-13,15:08,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5610,2026-03-13,15:09,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Raining
TXN-5558,2026-03-13,15:10,Putrajaya,Milk-based,Latte,2,11.0,22.0,QR,Sunny
TXN-5617,2026-03-13,15:13,Puncak Alam,Espresso-based,Espresso,3,7.0,21.0,QR,Raining
TXN-5616,2026-03-13,15:26,Puncak Alam,Milk-based,Caramel Macchiato,4,13.0,52.0,QR,Raining
TXN-5560,2026-03-13,15:28,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-5612,2026-03-13,15:35,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Raining
TXN-5618,2026-03-13,15:38,Puncak Alam,Espresso-based,Espresso,2,7.0,14.0,QR,Raining
TXN-5592,2026-03-13,15:47,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash,Raining
TXN-5642,2026-03-13,15:47,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,Cash,Raining
TXN-5565,2026-03-13,16:05,Putrajaya,Milk-based,Latte,2,11.0,22.0,QR,Sunny
TXN-5581,2026-03-13,16:10,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-5549,2026-03-13,16:15,Putrajaya,Milk-based,Cappuccino,2,11.0,22.0,Cash,Sunny
TXN-5561,2026-03-13,16:15,Putrajaya,Espresso-based,Americano,2,9.0,18.0,Cash,Sunny
TXN-5577,2026-03-13,16:21,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-5589,2026-03-13,16:36,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Raining
TXN-5659,2026-03-13,16:36,Puncak Alam,Espresso-based,Americano,3,9.0,27.0,QR,Raining
TXN-5626,2026-03-13,16:44,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,Cash,Raining
TXN-5596,2026-03-13,16:53,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Raining
TXN-5597,2026-03-13,16:54,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5605,2026-03-13,17:34,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,Cash,Raining
TXN-5653,2026-03-13,17:35,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5572,2026-03-13,17:38,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-5570,2026-03-13,17:57,Putrajaya,Milk-based,Caramel Macchiato,2,13.0,26.0,QR,Sunny
TXN-5603,2026-03-13,18:09,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Raining
TXN-5655,2026-03-13,18:10,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,Cash,Raining
TXN-5639,2026-03-13,18:11,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Raining
TXN-5635,2026-03-13,18:14,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,Cash,Raining
TXN-5608,2026-03-13,18:26,Puncak Alam,Milk-based,Mocha,2,12.0,24.0,QR,Raining
TXN-5611,2026-03-13,18:31,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Raining
TXN-5623,2026-03-13,18:32,Puncak Alam,Milk-based,Cappuccino,3,11.0,33.0,QR,Raining
TXN-5643,2026-03-13,18:32,Puncak Alam,Milk-based,Cappuccino,2,11.0,22.0,Cash,Raining
TXN-5555,2026-03-13,18:37,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-5580,2026-03-13,18:38,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Sunny
TXN-5545,2026-03-13,18:39,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-5548,2026-03-13,18:48,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Sunny
TXN-5622,2026-03-13,19:00,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Raining
TXN-5599,2026-03-13,19:02,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,Cash,Raining
TXN-5604,2026-03-13,19:35,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Raining
TXN-5569,2026-03-13,19:43,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-5590,2026-03-13,19:43,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Raining
TXN-5566,2026-03-13,20:14,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-5573,2026-03-13,20:31,Putrajaya,Milk-based,Cappuccino,2,11.0,22.0,QR,Sunny
TXN-5654,2026-03-13,20:36,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Raining
TXN-5615,2026-03-13,20:59,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Raining
TXN-5552,2026-03-13,21:14,Putrajaya,Milk-based,Caramel Macchiato,2,13.0,26.0,QR,Sunny
TXN-5554,2026-03-13,21:19,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-5598,2026-03-13,21:23,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Raining
TXN-5563,2026-03-13,21:28,Putrajaya,Espresso-based,Americano,2,9.0,18.0,QR,Sunny
TXN-5621,2026-03-13,21:31,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,Cash,Raining
TXN-5593,2026-03-13,21:45,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Raining
TXN-5562,2026-03-13,21:49,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-5722,2026-03-14,08:02,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Cloudy
TXN-5683,2026-03-14,08:17,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Cloudy
TXN-5725,2026-03-14,08:18,Putrajaya,Milk-based,Latte,1,11.0,11.0,Cash,Cloudy
TXN-5709,2026-03-14,08:21,Putrajaya,Milk-based,Caramel Macchiato,3,13.0,39.0,Cash,Cloudy
TXN-5735,2026-03-14,08:22,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,3,14.0,42.0,QR,Sunny
TXN-5662,2026-03-14,08:34,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Cloudy
TXN-5755,2026-03-14,08:43,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Sunny
TXN-5774,2026-03-14,08:44,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-5752,2026-03-14,08:45,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-5770,2026-03-14,08:49,Puncak Alam,Milk-based,Mocha,3,12.0,36.0,QR,Sunny
TXN-5747,2026-03-14,08:51,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-5685,2026-03-14,08:52,Putrajaya,Espresso-based,Americano,1,9.0,9.0,Cash,Cloudy
TXN-5666,2026-03-14,09:01,Putrajaya,Milk-based,Latte,1,11.0,11.0,Cash,Cloudy
TXN-5787,2026-03-14,09:07,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-5785,2026-03-14,09:08,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-5664,2026-03-14,09:09,Putrajaya,Milk-based,Mocha,3,12.0,36.0,QR,Cloudy
TXN-5680,2026-03-14,09:13,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Cloudy
TXN-5750,2026-03-14,09:18,Puncak Alam,Milk-based,Cappuccino,2,11.0,22.0,Cash,Sunny
TXN-5712,2026-03-14,09:20,Putrajaya,Espresso-based,Americano,2,9.0,18.0,Cash,Cloudy
TXN-5733,2026-03-14,09:21,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Cloudy
TXN-5792,2026-03-14,09:21,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-5687,2026-03-14,09:23,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Cloudy
TXN-5730,2026-03-14,09:23,Putrajaya,Milk-based,Latte,2,11.0,22.0,QR,Cloudy
TXN-5776,2026-03-14,09:23,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Sunny
TXN-5721,2026-03-14,09:24,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Cloudy
TXN-5790,2026-03-14,09:25,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-5748,2026-03-14,09:27,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,Cash,Sunny
TXN-5743,2026-03-14,09:33,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-5676,2026-03-14,09:37,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,Cash,Cloudy
TXN-5675,2026-03-14,09:39,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Cloudy
TXN-5682,2026-03-14,09:54,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Cloudy
TXN-5716,2026-03-14,09:55,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Cloudy
TXN-5689,2026-03-14,10:34,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Cloudy
TXN-5727,2026-03-14,10:38,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Cloudy
